MSSubClass,LotFrontage,LotArea,Street,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SalePrice
60,106.0,11194,Pave,8,5,40.0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2,504,11,230500
60,,18450,Pave,6,5,113.0,187,111,1021,1465,915,0,2380,0,0,2,1,3,1,7,1,2,596,8,129000
20,65.0,8125,Pave,6,5,258.0,1138,270,1408,1679,0,0,1679,1,0,2,0,3,1,7,1,2,575,10,193500
20,,14175,Pave,5,6,0.0,988,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,2,576,11,168000
30,80.0,11600,Pave,4,5,0.0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1,252,7,137500
60,64.0,8633,Pave,6,5,0.0,193,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2,540,2,173500
70,54.0,6629,Pave,6,6,0.0,551,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1,300,7,103600
20,,11250,Pave,6,6,0.0,767,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,2,546,6,165000
20,110.0,14442,Pave,6,7,106.0,1186,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,2,416,6,257500
20,80.0,9200,Pave,6,6,0.0,892,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1,384,7,140000
160,24.0,2289,Pave,6,6,0.0,311,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,2,440,4,148500
70,60.0,9600,Pave,4,2,0.0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,3,779,5,87000
30,52.0,9022,Pave,5,8,0.0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,1,240,5,109500
20,80.0,11844,Pave,8,5,464.0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,3,834,7,372500
20,,9945,Pave,5,5,57.0,827,161,988,988,0,0,988,1,0,1,0,3,1,5,0,2,572,10,128500
120,50.0,8012,Pave,6,5,0.0,543,261,923,923,0,0,923,0,0,2,0,2,1,5,1,1,264,5,143000
50,55.0,4500,Pave,5,5,0.0,182,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1,281,7,159434
120,,2887,Pave,6,5,0.0,1003,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,2,431,11,173000
20,90.0,11248,Pave,9,5,215.0,1059,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,3,702,7,285000
60,58.0,16770,Pave,7,5,30.0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,2,486,6,221000
160,,5062,Pave,7,5,0.0,828,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,2,577,9,207500
60,84.0,10207,Pave,7,6,0.0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2,578,8,227875
160,,5105,Pave,7,5,0.0,239,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2,480,3,148800
20,60.0,8089,Pave,8,6,0.0,945,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,2,567,10,392000
120,61.0,7577,Pave,6,5,256.0,20,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2,460,6,194700
120,,4426,Pave,6,5,147.0,697,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,5,141000
60,104.0,21535,Pave,10,6,1170.0,1455,989,2444,2444,1872,0,4316,0,1,3,1,4,1,10,2,3,832,1,755000
60,42.0,26178,Pave,7,5,293.0,965,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,2,628,4,335000
30,60.0,5400,Pave,5,6,0.0,0,1073,1073,1073,0,0,1073,0,0,1,0,2,1,4,0,1,326,12,108480
50,51.0,6120,Pave,5,6,0.0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,2,576,4,141500
20,54.0,13811,Pave,6,6,72.0,980,92,1112,1137,0,0,1137,1,0,2,0,2,1,5,1,2,551,7,176000
30,50.0,6000,Pave,5,7,0.0,616,0,616,616,0,0,616,0,0,1,0,2,1,4,0,1,205,6,89000
20,57.0,6420,Pave,5,7,0.0,210,219,980,1148,0,0,1148,0,1,1,0,2,1,6,0,1,308,9,123500
20,65.0,8450,Pave,5,8,0.0,553,224,894,894,0,0,894,1,0,1,0,3,1,5,1,1,336,4,138500
120,59.0,4282,Pave,7,5,0.0,16,1375,1391,1391,0,0,1391,0,0,2,0,2,1,5,0,2,530,7,196000
20,85.0,14331,Pave,8,5,630.0,1274,526,1800,1800,0,0,1800,1,0,2,0,3,1,7,1,3,765,5,312500
20,80.0,9600,Pave,7,5,168.0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,1,6,0,2,528,7,140000
60,82.0,12438,Pave,8,5,466.0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,3,666,7,361919
190,76.0,7630,Pave,5,9,0.0,0,360,360,1032,780,0,1812,0,0,2,0,4,2,8,1,2,672,5,140000
20,70.0,8400,Pave,7,5,109.0,712,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,2,606,5,213000
190,70.0,5600,Pave,4,5,0.0,0,0,0,372,720,0,1092,0,0,2,0,3,2,7,0,0,0,7,55000
20,,115149,Pave,7,5,351.0,1219,424,1643,1824,0,0,1824,1,0,2,0,2,1,5,2,2,739,6,302000
120,48.0,6240,Pave,8,5,176.0,863,461,1324,1324,0,0,1324,1,0,2,0,2,1,6,1,2,550,12,254000
60,65.0,9018,Pave,7,5,0.0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,400,7,179540
20,,7162,Pave,5,7,41.0,0,876,876,904,0,0,904,0,0,1,0,3,1,6,0,1,408,12,109900
30,56.0,4130,Pave,3,6,0.0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,0,0,7,52000
50,66.0,8712,Pave,4,7,0.0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,1,384,1,102776
120,40.0,4671,Pave,8,5,0.0,767,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,2,472,10,189000
190,60.0,9873,Pave,4,5,160.0,789,171,960,960,0,0,960,1,0,1,0,3,1,6,0,2,576,5,129000
60,,13517,Pave,6,8,289.0,533,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,2,475,3,130500
20,78.0,10140,Pave,6,5,174.0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,1,7,1,2,478,8,165000
70,60.0,10800,Pave,7,8,0.0,0,718,718,1576,978,0,2554,0,0,1,1,3,1,8,0,2,704,7,159500
20,80.0,10000,Pave,5,6,0.0,1084,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,2,439,11,157000
60,96.0,10542,Pave,7,5,651.0,1173,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,3,983,8,341000
20,69.0,9920,Pave,5,6,0.0,523,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1,300,5,128500
120,,6563,Pave,8,5,0.0,1148,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,2,564,12,275000
120,,4426,Pave,6,5,169.0,662,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2,420,5,143000
20,70.0,8120,Pave,4,7,0.0,191,673,864,864,0,0,864,0,0,1,0,3,1,5,0,2,463,7,124500
50,60.0,8172,Pave,4,6,0.0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,1,548,5,135000
20,86.0,13286,Pave,9,5,340.0,1234,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,3,768,2,320000
20,60.0,6960,Pave,4,6,0.0,375,250,864,864,0,0,864,0,0,1,0,3,1,5,0,2,660,11,120500
20,,21695,Pave,6,9,260.0,808,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,2,540,12,222000
20,64.0,7314,Pave,7,5,82.0,724,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2,632,2,194500
90,85.0,11475,Pave,5,5,95.0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,3,888,7,110000
30,52.0,6240,Pave,4,5,0.0,152,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,2,539,1,103000
120,39.0,5389,Pave,8,5,0.0,1180,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,2,608,3,236500
80,73.0,9590,Pave,7,5,442.0,786,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2,438,5,187500
60,75.0,11404,Pave,7,5,202.0,252,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,2,541,7,222500
20,80.0,10000,Pave,5,6,0.0,594,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1,264,3,131400
20,,8978,Pave,5,5,0.0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1,300,5,108000
75,60.0,10800,Pave,7,7,0.0,390,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,2,320,10,163000
90,60.0,8544,Pave,3,4,0.0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,7,93500
60,72.0,10463,Pave,8,5,0.0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,3,800,6,239900
90,60.0,10800,Pave,5,5,0.0,1200,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,3,179000
60,65.0,9313,Pave,7,5,0.0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,572,4,190000
70,60.0,9600,Pave,5,7,0.0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,2,360,5,132000
20,65.0,6768,Pave,6,8,0.0,832,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1,288,5,142000
20,65.0,8450,Pave,7,5,108.0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2,539,12,179000
80,70.0,12886,Pave,5,6,0.0,444,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,2,480,10,175000
120,41.0,5395,Pave,8,5,0.0,733,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,2,462,10,180000
60,,8963,Pave,8,9,289.0,575,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,2,831,7,299800
60,,8795,Pave,7,5,0.0,300,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2,554,4,236000
70,65.0,11700,Pave,7,7,0.0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,4,864,5,265979
20,59.0,10593,Pave,7,5,338.0,919,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,2,527,3,260400
50,50.0,8405,Pave,4,3,0.0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1,240,4,98000
50,55.0,8800,Pave,4,7,0.0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0,0,6,96500
60,,7750,Pave,7,5,0.0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,8,162000
20,79.0,9236,Pave,6,5,0.0,1200,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,2,576,7,217000
60,80.0,10240,Pave,8,5,178.0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,3,275500
20,61.0,7930,Pave,6,8,0.0,439,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,2,440,7,156000
160,34.0,3230,Pave,6,5,894.0,381,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,2,440,3,172500
60,68.0,10769,Pave,8,5,0.0,20,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,578,4,212000
60,,11616,Pave,6,5,328.0,438,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,2,440,4,158900
160,24.0,2280,Pave,7,5,360.0,549,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,2,440,8,179400
60,65.0,12257,Pave,8,5,513.0,56,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,3,752,11,290000
20,70.0,9100,Pave,6,6,0.0,612,252,864,864,0,0,864,0,0,1,0,2,1,5,0,1,300,10,127500
30,60.0,6911,Pave,5,5,0.0,405,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,2,440,10,100000
60,72.0,8640,Pave,7,5,0.0,24,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2,614,6,215200
60,82.0,9430,Pave,8,5,673.0,1163,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,3,856,7,337000
120,30.0,9549,Pave,8,5,0.0,437,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,2,481,4,270000
20,75.0,14587,Pave,9,5,284.0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,8,264132
60,80.0,10421,Pave,7,5,42.0,394,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,2,496,3,196500
50,75.0,12508,Pave,6,7,0.0,660,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1,423,7,160000
20,70.0,9100,Pave,7,5,0.0,24,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2,484,10,216837
60,47.0,53504,Pave,8,5,603.0,1416,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,3,841,6,538000
85,,7252,Pave,5,5,0.0,685,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,4,134900
20,67.0,8877,Pave,4,5,0.0,836,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,4,102000
80,94.0,7819,Pave,6,5,0.0,422,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,2,672,3,107000
20,70.0,10150,Pave,5,5,1.0,456,456,912,912,0,0,912,0,0,1,0,2,1,5,0,1,275,7,114500
20,110.0,14226,Pave,8,5,375.0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,3,895,7,395000
120,32.0,4500,Pave,6,5,320.0,866,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,2,412,6,162000
20,86.0,11210,Pave,7,5,240.0,20,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,7,221500
20,100.0,13350,Pave,5,5,0.0,762,102,864,894,0,0,894,1,0,1,0,3,1,5,1,2,440,6,142500
90,60.0,8400,Pave,5,5,320.0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,2,630,10,144000
90,78.0,10530,Pave,6,5,90.0,975,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,2,504,5,135000
20,63.0,7875,Pave,7,5,38.0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,2,402,6,176000
60,65.0,7153,Pave,6,5,0.0,387,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,2,484,7,175900
20,67.0,16285,Pave,7,5,0.0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2,605,6,187100
85,,9101,Pave,5,6,104.0,1097,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,2,602,7,165500
75,35.0,6300,Pave,6,6,0.0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,6,128000
20,,9790,Pave,6,5,0.0,251,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,2,457,9,161500
50,60.0,10800,Pave,5,6,0.0,686,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1,416,6,139000
60,76.0,10142,Pave,7,5,0.0,656,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2,618,1,233000
20,50.0,6000,Pave,4,7,0.0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,1,281,8,107900
60,,12205,Pave,6,8,157.0,568,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,2,444,7,187500
120,43.0,3182,Pave,7,5,11.0,16,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2,397,9,160200
80,,11333,Pave,6,5,0.0,539,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,2,539,5,146800
60,92.0,9920,Pave,7,5,0.0,862,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,2,455,6,269790
20,76.0,9158,Pave,8,5,140.0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2,474,6,225000
60,,10832,Pave,7,5,0.0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,2,409,10,194500
60,70.0,8400,Pave,6,6,130.0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,2,476,4,171000
20,71.0,8197,Pave,6,5,148.0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,2,528,4,143500
20,57.0,7677,Pave,5,5,0.0,570,203,773,773,0,0,773,0,0,1,0,2,1,4,0,1,240,4,110000
60,104.0,13518,Pave,9,5,860.0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,3,820,7,485000
50,60.0,7200,Pave,5,7,252.0,569,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1,240,6,175000
60,79.0,12798,Pave,6,5,0.0,462,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,2,603,5,200000
30,40.0,4800,Pave,4,7,0.0,197,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,2,440,7,109900
60,63.0,8199,Pave,7,5,0.0,648,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2,410,10,189000
60,107.0,13891,Pave,9,5,424.0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,3,1020,1,582933
20,75.0,9000,Pave,5,5,0.0,812,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1,286,6,118000
20,91.0,12274,Pave,7,5,256.0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2,554,7,227680
80,75.0,9750,Pave,5,5,0.0,400,100,980,980,0,0,980,0,0,2,0,3,1,6,0,1,384,10,135500
70,144.0,21384,Pave,5,6,0.0,1309,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,2,528,5,223500
80,85.0,13400,Pave,5,5,1047.0,516,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,2,484,6,159950
75,90.0,8100,Pave,5,5,0.0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,2,360,11,106000
20,78.0,10140,Pave,6,6,99.0,663,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,2,484,1,181000
120,,4438,Pave,6,5,169.0,662,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2,420,6,144500
20,66.0,8712,Grvl,5,5,0.0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,2,504,6,55993
20,75.0,9750,Pave,6,6,243.0,608,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1,301,4,157900
50,45.0,8248,Pave,5,7,0.0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,1,280,7,116000
20,48.0,12137,Pave,7,5,442.0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,2,598,5,224900
20,,11425,Pave,5,6,0.0,486,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1,275,7,137000
20,,13265,Pave,8,5,148.0,1218,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,3,857,7,271000
80,80.0,8816,Pave,6,7,80.0,504,506,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,2,440,6,155000
120,44.0,6371,Pave,7,5,128.0,733,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,6,224000
60,72.0,7226,Pave,7,5,0.0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,595,6,183000
20,60.0,6000,Pave,4,4,0.0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,2,576,2,93000
60,,12394,Pave,7,5,0.0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,2,433,10,225000
50,60.0,9900,Pave,6,7,0.0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1,240,7,139500
20,81.0,11216,Pave,8,5,0.0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,2,776,6,232600
20,114.0,14803,Pave,10,5,816.0,1636,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,3,1220,6,385000
45,50.0,6130,Pave,5,6,0.0,784,0,784,784,0,0,784,1,0,1,0,2,1,5,0,0,0,5,109500
20,65.0,8529,Pave,7,5,0.0,20,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,2,527,4,189000
60,,28698,Pave,5,5,0.0,249,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,2,538,6,185000
160,24.0,2544,Pave,7,5,0.0,0,600,600,520,623,80,1223,0,0,2,1,2,1,4,0,2,480,7,147400
20,80.0,11900,Pave,6,5,387.0,1040,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,2,458,6,166000
160,30.0,3180,Pave,7,5,0.0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2,480,6,151000
60,44.0,9548,Pave,7,6,223.0,483,458,941,941,888,0,1829,1,0,2,1,3,1,7,1,2,613,1,237000
20,100.0,10004,Pave,6,6,180.0,196,975,1516,1516,0,0,1516,0,0,1,1,3,1,6,0,2,472,2,167000
20,75.0,7875,Pave,5,6,136.0,572,572,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,2,456,9,139950
20,60.0,9600,Pave,4,7,0.0,442,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,2,436,2,128000
30,90.0,8100,Pave,5,6,0.0,338,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,2,812,6,153500
160,21.0,1680,Pave,6,5,158.0,330,153,483,483,504,0,987,1,0,1,1,2,1,5,0,1,264,11,100000
20,75.0,9525,Pave,5,6,0.0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1,352,6,144000
50,70.0,11767,Pave,5,6,0.0,352,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,1,240,5,130500
70,,12155,Pave,6,8,0.0,156,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,1,400,3,140000
70,60.0,10440,Pave,5,8,0.0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,2,686,6,157500
80,82.0,9020,Pave,6,7,183.0,312,276,1127,1165,0,0,1165,1,0,1,1,3,1,6,0,2,490,5,174900
90,80.0,8000,Pave,5,4,0.0,0,1800,1800,1800,0,0,1800,0,0,2,0,6,2,10,0,0,0,7,141000
50,100.0,12665,Pave,5,8,0.0,0,876,876,876,540,0,1416,0,0,1,1,4,1,7,1,3,720,6,153900
85,,16647,Pave,5,5,0.0,1390,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,2,611,1,171000
60,75.0,9317,Pave,7,5,137.0,513,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,2,425,7,213000
20,36.0,15523,Pave,5,6,0.0,460,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1,338,8,133500
50,75.0,45600,Pave,6,8,0.0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,2,360,9,240000
80,80.0,9600,Pave,6,7,360.0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,2,512,8,187000
120,36.0,4435,Pave,6,5,170.0,659,189,848,848,0,0,848,1,0,1,0,1,1,3,0,2,420,11,131500
120,,3196,Pave,8,5,40.0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,2,400,5,215000
75,53.0,7128,Pave,7,5,0.0,364,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,1,240,8,164000
80,,12095,Pave,6,6,115.0,564,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,2,645,8,158000
20,102.0,17920,Pave,5,4,0.0,306,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,2,454,7,170000
20,,6897,Pave,5,8,0.0,659,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,1,260,4,127000
80,,10970,Pave,6,6,0.0,505,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,2,576,10,147000
60,65.0,8125,Pave,6,5,0.0,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,2,343,3,174000
20,80.0,10400,Pave,7,5,189.0,0,1090,1090,1370,0,0,1370,0,0,2,0,3,1,6,1,2,479,6,152000
60,,11029,Pave,6,7,220.0,619,435,1054,1512,1142,0,2654,1,0,2,1,4,1,9,1,2,619,8,250000
50,55.0,7642,Pave,7,8,0.0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1,216,6,189950
190,75.0,11625,Pave,5,4,0.0,841,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,2,504,4,131500
20,81.0,9672,Pave,6,5,0.0,338,702,1040,1097,0,0,1097,0,0,2,0,3,1,6,0,2,480,5,152000
20,70.0,7931,Pave,5,5,0.0,1148,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,1,672,7,132500
20,72.0,8640,Pave,7,5,0.0,0,1372,1372,1372,0,0,1372,0,0,2,0,3,1,6,0,2,529,5,250580
20,,8750,Pave,5,6,76.0,828,174,1002,1002,0,0,1002,1,0,1,0,3,1,5,0,2,902,8,148500
20,67.0,10656,Pave,8,5,274.0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,3,870,11,248900
20,85.0,6970,Pave,4,5,0.0,932,108,1040,1120,0,0,1120,1,0,1,1,3,1,5,0,2,544,5,129000
60,,14762,Pave,5,6,0.0,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,2,672,5,169000
60,80.0,9938,Pave,7,5,246.0,750,300,1050,1062,887,0,1949,1,0,2,1,3,1,8,1,2,574,6,236000
20,60.0,6600,Pave,5,5,0.0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,1,308,8,109500
60,70.0,8750,Pave,6,5,116.0,505,299,804,804,878,0,1682,0,0,2,1,3,1,7,0,2,523,6,200500
20,74.0,8892,Pave,5,7,0.0,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,2,414,10,116000
40,60.0,12144,Pave,5,7,0.0,375,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,1,288,9,133000
50,52.0,5720,Pave,5,6,0.0,0,676,676,676,455,0,1131,0,0,1,1,3,1,5,0,1,200,8,66500
60,75.0,9000,Pave,8,5,0.0,64,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2,550,8,303477
20,94.0,25286,Pave,4,5,0.0,633,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,1,132250
60,74.0,8834,Pave,9,5,216.0,1170,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,3,738,6,350000
85,88.0,11782,Pave,5,7,0.0,899,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,2,576,6,148000
20,,7000,Pave,5,8,90.0,646,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1,336,7,136500
20,60.0,7024,Pave,5,5,0.0,980,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2,450,6,157000
50,44.0,13758,Pave,7,5,117.0,902,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,2,400,4,187500
60,,9636,Pave,6,5,0.0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,2,389,12,178000
75,60.0,6204,Pave,4,5,0.0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,3,118500
20,65.0,7150,Pave,5,5,60.0,432,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,7,100000
120,50.0,5119,Pave,9,5,60.0,1238,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,1,328900
90,70.0,8393,Pave,5,5,122.0,528,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,6,145000
50,59.0,16466,Pave,5,7,0.0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,4,135500
